time_min,distance_m,snr_140_db,snr_220_db,snr_gap_db,pl_140_db,pl_220_db,state_140,state_220,is_raining,rain_rate,fog_visibility_m
519,105.06043342308125,55.11829657473554,46.950695604064876,8.167600970670662,115.86398822450239,122.75553296409284,LOS,LOS,False,0.0,
520,106.02439065470962,56.023419611391546,46.3112401901535,9.712179421238048,116.06247771776864,122.47372903862626,LOS,LOS,False,0.0,
521,106.9395239488141,55.98848328374632,45.706296394144154,10.282186889602166,116.00574384485077,122.4131331978241,LOS,LOS,False,0.0,
522,107.85251646818996,55.41821045282369,46.95678473081878,8.461425722004911,116.07531818818732,122.70293451170424,LOS,LOS,False,0.0,
523,108.72876415295778,54.26199244922229,46.89059688741672,7.371395561805571,116.56976676228861,122.59988175769045,LOS,LOS,False,0.0,
524,109.5690136533656,54.61841552435433,47.421412717623255,7.197002806731078,116.3009955389806,122.59980727698914,LOS,LOS,False,0.0,
525,110.44667737037665,56.11731525739974,46.646532476901896,9.470782780497842,116.28378825404924,122.73736051101594,LOS,LOS,False,0.0,
526,111.36053181790855,55.241946110254034,45.94352745460998,9.298418655644056,116.4241850121175,123.73367337270912,LOS,LOS,False,0.0,
527,112.2986789675443,56.221786739851666,46.03398392467271,10.187802815178955,116.51959619388573,122.78021601772721,LOS,LOS,False,0.0,
528,113.19157371273627,56.085570646661296,44.881660208991576,11.20391043766972,116.6310863068373,122.81573468024132,LOS,LOS,False,0.0,
529,114.17957339179178,54.13426031017631,46.34188459318453,7.792375716991778,117.27515691487648,123.70773678056625,LOS,LOS,False,0.0,
530,115.14193052101366,56.07089822940806,45.780928425430815,10.289969803977243,116.71947111650317,123.03536131399687,LOS,LOS,False,0.0,
531,116.2054682851553,55.34033532800417,47.6678820376884,7.672453290315772,116.76741672368793,123.04580485878483,LOS,LOS,False,0.0,
532,117.0516917388195,55.734296594451905,45.121633497342884,10.61266309710902,116.80456648509976,123.8062580357294,LOS,LOS,False,0.0,
533,117.87009997762314,53.82882518487797,44.83184599313471,8.996979191743257,117.50427890251302,123.93772166827564,LOS,LOS,False,0.0,
534,118.83118344288216,54.30990401284343,45.942668962452835,8.367235050390597,117.14442243439255,123.23453004694669,LOS,LOS,False,0.0,
535,119.75201890794409,55.61065055628182,45.870899377027555,9.739751179254263,117.00242591073689,123.71764690255851,LOS,LOS,False,0.0,
536,120.64484565558011,54.38578329624369,47.07840819009919,7.307375106144498,117.30676285629413,123.24882475769773,LOS,LOS,False,0.0,
537,121.62898743605867,54.614565712320754,47.29033627184239,7.324229440478362,117.12510101637876,123.40421013558328,LOS,LOS,False,0.0,
538,122.49679371690404,54.14877943511281,46.15272759955273,7.996051835560074,117.2713710228767,123.40260876081187,LOS,LOS,False,0.0,
539,123.3275978787915,54.677822043312844,46.43948793983306,8.238334103479787,117.24555431695049,123.59141121656526,LOS,LOS,False,0.0,
540,124.18503247683977,53.50600982014514,46.62206990898626,6.883939911158876,117.36870465538313,123.48893750820467,LOS,LOS,False,0.0,
541,125.145491140742,53.051535047648855,44.49331757504164,8.558217472607218,117.42836167569007,123.60642782604407,LOS,LOS,False,0.0,
542,126.19539051723888,54.33136940725673,45.55903889485012,8.772330512406612,117.56688360176481,123.92369413014933,LOS,LOS,False,0.0,
543,127.29121092519003,54.18921183942811,45.286248508232774,8.902963331195338,117.543315012848,123.65491016272689,LOS,LOS,False,0.0,
544,128.38853478966828,53.76894908702895,46.08556940976608,7.68337967726287,117.60416269284053,123.75531852091436,LOS,LOS,False,0.0,
545,129.52335960884184,54.6155283843991,43.8315438382665,10.7839845461326,117.67490230955416,124.36602065085039,LOS,LOS,False,0.0,
546,130.54206777940334,54.91888188754649,45.37536594844505,9.54351593910144,117.96428364585383,124.36861315418624,LOS,LOS,False,0.0,
547,131.60460748685455,53.52698440689903,45.856548955436054,7.6704354514629784,117.92871403432616,124.37151448579425,LOS,LOS,False,0.0,
548,132.65313183400937,53.57270793792282,45.95414372546531,7.618564212457514,117.8993585950844,123.91566321433986,LOS,LOS,False,0.0,
549,133.74279763520823,54.38612073411555,45.545297174738906,8.840823559376645,117.95628036259353,124.07205026327675,LOS,LOS,False,0.0,
550,134.87921257115187,53.42787186113441,44.041691322173286,9.386180538961128,118.02844257025852,125.96949895838104,LOS,LOS,False,0.0,
551,135.9683093967265,54.62959078519336,47.47656447943757,7.1530263057557875,118.10577203611655,124.0213715320015,LOS,LOS,False,0.0,
552,137.01956525382062,53.30515937689831,44.76436698587416,8.540792391024148,118.16759259743394,124.65619308390275,LOS,LOS,False,0.0,
553,138.1521133169843,54.18986383288533,44.49004836278582,9.699815470099509,118.25516792810024,124.10668028922254,LOS,LOS,False,0.0,
554,139.33109484892063,54.07360124575782,45.29495458281278,8.778646662945043,118.3208115684299,124.4122852613088,LOS,LOS,False,0.0,
555,140.5724457670621,53.37941544396294,44.98109787509065,8.398317568872294,118.40942945847637,124.16947780410104,LOS,LOS,False,0.0,
556,141.8200252843142,54.21196558831558,46.29282352356362,7.919142064751959,118.49683044011441,124.57705275101613,LOS,LOS,False,0.0,
557,143.12874307251397,53.49506120764829,44.33075711329619,9.164304094352104,118.5444218512375,124.36579388763582,LOS,LOS,False,0.0,
558,144.39418265948572,51.96944561804642,42.473112506965705,9.496333111080716,118.62319891382892,125.35155631510146,LOS,LOS,False,0.0,
559,145.54431615752569,53.19009245408964,44.49530772437207,8.694784729717568,118.72828243522578,124.3777679906768,LOS,LOS,False,0.0,
560,146.7201917720038,53.254188907788176,42.658706967045646,10.59548194074253,118.95343959507873,124.74698209021172,LOS,LOS,False,0.0,
